the_geom,si_si_s,field_1,pol_stn,totarea,nm_pol,murder,rape,gangrap,robbery,theft,asltmds,sxlhrsm,distrct,inspsnc,insp__m,in__w_f,cartodb_id,si_si_m,si_si_f,ai_si_s,ai_si_m,ai_si_f,hc_snc,hc_wrkm,hc_wrkf,cnst_sn,cnst_wm,cnst_wf,tl_shrt,totcrm,tsnc,twrk,long,lat
0101000020E610000049F4328AE552534088D7F50B76A33C40,7,221,POLICE STATION-PREET VIHAR,2272578.6977,PREETVIHAR,4,5,1,42,509,3,4,East,3,2,0,222,7,1,6,5,0,56,16,1,156,156,8,121,568,232,196,77.29526,28.63852
0101000020E610000011018750A54853405C1B2AC6F9A33C40,7,224,POLICE STATION-KIRTI NAGAR,1511976.15512,KIRTI NAGAR,6,16,2,16,203,23,8,South West,3,3,0,225,7,1,17,9,0,43,24,3,75,75,10,25,274,153,132,77.13509,28.64053
0101000020E61000009E0C8E92574D5340DABFB2D2A48C3C40,9,226,POLICE STATION-HAUZ KHAS,2436526.4577,HAUZ KHAS,4,10,1,17,367,15,3,South East,3,3,0,227,10,3,12,7,1,59,23,1,156,156,9,89,417,242,213,77.20847,28.54939
0101000020E61000005396218E75415340D747A7AE7CCE3C40,5,234,POLICE STATION-BAWANA,40327922.924,BAWANA,6,20,3,93,383,13,8,North East,3,2,0,235,9,1,11,9,2,41,34,1,68,68,12,32,526,136,138,77.0228,28.80659
0101000020E610000039B4C876BE4753406B04E275FDBA3C40,5,244,POLICE STATION-KN KATJU MARG,8251478.93322,KN KATJU MARG,1,3,0,14,273,8,4,South East,3,2,0,245,7,2,6,6,0,57,31,1,134,134,10,67,303,209,193,77.121,28.73043
0101000020E6100000B2BAD573D24F5340AA8251499DA03C40,9,245,POLICE STATION-IP ESTATE,9253420.86508,I.P. ESTATE,5,22,2,18,576,27,4,South East,3,3,0,246,7,2,7,11,0,58,20,3,126,126,12,47,654,207,184,77.24722,28.6274
0101000020E61000005F419AB1684E534033C4B12E6E933C40,7,248,POLICE STATION-KOTLA MUBARAKPUR,1628367.16447,KOTALA MUBARAK PUR,7,2,5,28,467,48,14,South West,3,3,0,249,10,2,7,7,0,32,16,0,93,93,8,10,571,156,139,77.22514,28.5759
0101000020E6100000A0A696ADF54753400C76C3B645993C40,10,249,POLICE STATION-DELHI CANTT,42836353.412,DELHI CANTT,1,7,0,27,246,9,3,North,3,2,1,250,8,2,13,8,1,42,22,1,112,112,9,58,293,183,166,77.12437,28.59872
0101000020E6100000FFE7305F5E4C53400F069E7B0FA73C40,7,250,POLICE STATION-DESH BANDHU GUPTA ROAD,1643641.8886,D.B.G ROAD,4,11,1,57,397,18,12,North West,3,2,0,251,9,2,7,6,0,21,27,0,83,83,15,18,500,133,144,77.19326,28.65258
0101000020E6100000E57E87A240475340C785032159A83C40,9,252,POLICE STATION-KHYALA,2093069.91358,KHYALA,5,18,6,30,663,60,11,South West,2,1,0,253,8,1,5,6,0,36,25,1,90,90,11,16,793,153,143,77.11332,28.65761
0101000020E610000067D5E76A2B5253405B087250C2A43C40,17,253,POLICE STATION-JAGAT PURI,1021961.2191,JAGATPURI,9,30,0,23,645,27,6,South East,3,2,0,254,7,1,6,4,1,50,20,0,99,99,8,71,740,181,142,77.2839,28.64359
0101000020E6100000AE64C746204A53403AE466B801A73C40,9,255,POLICE STATION-PATEL NAGAR,4104570.16645,PATEL NAGAR,2,6,2,47,437,10,13,East,3,3,0,256,8,1,19,9,0,32,23,1,88,88,9,26,517,164,142,77.15822,28.65237
0101000020E6100000D40E7F4DD64A53402C26361FD78E3C40,7,257,POLICE STATION-VASANT VIHAR,14105371.6017,VASANT VIHAR,2,5,1,5,41,5,3,New Delhi,3,2,0,258,12,6,14,8,0,44,25,1,95,95,13,7,62,166,162,77.16933,28.55797
0101000020E6100000956588635D4C534082AD122C0EA73C40,13,258,POLICE STATION-KAROL BAGH,1643641.8886,KAROL BAGH,4,24,0,36,129,9,8,South West,3,3,0,259,10,1,8,7,0,87,43,0,175,175,8,116,210,294,247,77.1932,28.65256
0101000020E6100000B1C403CAA650534040A4DFBE0E943C40,17,259,POLICE STATION-SUNLIGHT COLONY,2112193.77402,SUNLIGHT COLONY,6,27,0,82,1273,40,5,Outer,3,2,0,260,12,1,6,7,0,51,41,0,101,101,15,42,1433,183,179,77.26018,28.57835
0101000020E61000007901F6D1A9455340C39E76F86BDA3C40,9,262,POLICE STATION-NARELA,20333276.9731,NARELA,6,17,0,17,316,38,6,West,2,3,0,263,11,2,9,15,1,51,38,2,179,179,14,14,400,256,265,77.08849,28.85321
0101000020E610000000E31934F45353400C1F115322993C40,8,263,POLICE STATION-NEW ASHOK NAGAR,3300804.93713,NEW ASHOK NAGAR,2,18,2,126,945,52,34,North East,2,2,0,264,6,3,12,6,1,35,30,1,104,104,10,18,1179,195,163,77.31178,28.59818
0101000020E6100000A81DFE9AAC4D53407FD4264EEE9F3C40,18,264,POLICE STATION-PARLIAMENT STREET,5266891.99585,PARLIAMENT STREET,7,5,0,29,368,18,12,East,3,4,0,265,18,2,20,14,2,63,25,1,159,159,12,59,439,275,237,77.21366,28.62473
0101000020E6100000E3C798BB9644534009D7A3703DAA3C40,7,265,POLICE STATION-NIHAL VIHAR,3660010.61871,NIHAL VIHAR,1,6,3,39,437,14,9,West,3,2,0,266,7,2,9,6,0,69,36,1,137,137,11,77,509,234,202,77.0717,28.665
0101000020E6100000B329577897535340F2EF332E1CA03C40,18,271,POLICE STATION-MADHU VIHAR,4995712.62176,MADHUVIHAR,4,23,1,9,623,40,7,South,3,1,0,272,9,1,6,8,0,55,24,1,109,109,11,56,707,198,164,77.30612,28.62543
0101000020E6100000930035B56C4B5340E600C11C3DAE3C40,20,273,POLICE STATION-BHARAT NAGAR,1939521.81773,BHARAT NAGAR,3,5,0,44,256,15,18,North West,3,2,0,274,8,1,6,6,2,52,27,0,122,122,14,56,341,221,182,77.17851,28.68062
0101000020E6100000B329577897535340F2EF332E1CA03C40,12,274,POLICE STATION-MANDAWALI,4995712.62176,MANDAWALI,2,9,1,15,522,21,23,South,3,1,0,275,7,3,10,6,0,32,23,0,101,101,9,37,593,181,150,77.30612,28.62543
0101000020E610000087DC0C37E03D5340F0F96184F0A03C40,2,279,POLICE STATION-BABA HARIDAS NAGAR,28982133.5824,BABA HARI DAS NAGAR,2,9,1,67,409,17,7,North East,0,2,0,280,6,1,0,6,1,54,19,5,107,107,19,23,512,170,166,76.96681,28.62867
0101000020E6100000EBA86A82A83F534002B2D7BB3F963C40,21,280,POLICE STATION-CHHAWLA,26309445.5872,CHHAWLA,2,6,0,62,480,15,10,North West,3,3,0,281,8,2,6,6,1,55,23,4,126,126,16,71,575,221,189,76.99466,28.58691
0101000020E61000003D44A33B884B5340E7305F5E80853C40,9,281,POLICE STATION-MEHRAULI,38911866.7814,MEHRAULI,0,5,1,21,541,23,21,South,3,3,0,282,14,2,7,9,0,51,34,1,155,155,9,43,612,246,227,77.18019,28.52149
0101000020E61000002C6519E258495340B37BF2B050B33C40,6,282,POLICE STATION-MAURYA ENCLAVE,5879256.00292,MAURYA ENCLAVE,4,14,1,28,359,45,21,South,3,2,0,283,7,2,9,6,2,84,23,0,126,126,12,83,472,249,180,77.14605,28.70045
0101000020E6100000938C9C853D455340D3484BE5EDA03C40,11,284,POLICE STATION-JANAKPURI,2051115.23358,JANAK PURI,8,16,5,31,403,25,3,South East,3,2,0,285,7,1,12,8,1,68,35,1,131,131,10,85,491,228,196,77.08188,28.62863
0101000020E6100000793BC269C14B5340A4A0DB4B1AAB3C40,8,286,POLICE STATION-SARAI ROHILLA,1948430.28639,SARAI ROHILLA,0,14,1,15,320,11,2,Central,3,2,0,287,9,3,15,6,1,35,37,1,86,86,7,33,363,149,152,77.18368,28.66837
0101000020E61000008E23D6E2534C53404EAF946588AB3C40,5,287,POLICE STATION-GULABI BAGH,2218660.17765,GULABIBAGH,1,0,1,22,295,2,2,North,3,2,0,288,5,0,7,5,0,25,29,0,65,65,10,29,323,107,116,77.19262,28.67005
0101000020E610000034A2B437F84C5340491630815BAF3C40,9,289,POLICE STATION-ROOP NAGAR,1076492.63403,ROOP NAGAR,10,16,1,31,436,25,13,East,3,2,0,290,6,2,8,6,0,30,31,1,90,90,12,4,532,153,150,77.20265,28.68499
0101000020E6100000B6A1629CBF49534045F0BF95EC883C40,7,290,POLICE STATION-VASANT KUNJ,14105371.6017,VASANT KUNJ NORTH,2,8,0,35,648,14,2,Outer,3,3,0,291,10,2,13,9,1,52,25,1,128,128,11,42,709,205,190,77.15232,28.53486
0101000020E61000006F8104C58F47534083D382177DB53C40,14,293,POLICE STATION-NORTH ROHINI,2076678.92727,ROHINI NORTH,2,18,1,18,425,23,9,West,3,2,0,294,5,2,6,9,1,56,22,1,132,132,10,90,496,220,184,77.11815,28.70894
0101000020E61000000F971C774A5553401C9430D3F69F3C40,0,3,POLICE STATION-GHAZIPUR,2886810.13035,GHAZIPUR,0,2,0,1,107,1,1,North,0,2,NA,4,4,2,0,9,1,0,26,0,0,83,12,0,112,1,,77.33267,28.62486
0101000020E6100000FC8C0B07425453402E17F19D98AD3C40,12,35,POLICE STATION-SEEMAPURI,4731868.99746,SEEMAPURI,1,2,0,16,263,14,11,Central,3,1,NA,36,10,1,30,8,2,56,38,0,96,96,11,22,307,208,,77.31653,28.67811
0101000020E6100000D0D556EC2F5153405AB1BFEC9EAC3C40,10,75,POLICE STATION-SEELAMPUR,1576237.37994,SEELAMPUR,4,16,1,46,411,12,12,Central,3,2,NA,76,6,1,35,9,1,57,27,0,115,115,12,65,502,232,,77.26855,28.6743
0101000020E610000032F9669B1B5353409FB0C403CAAE3C40,0,81,POLICE STATION-MANSAROVER PARK,2231365.61927,MANSAROVAR PARK,7,29,0,17,336,30,20,South,0,1,NA,82,7,1,0,8,0,0,19,2,0,63,9,0,439,20,,77.29856,28.68277
0101000020E61000004A5E9D634052534093F6065F98AC3C40,8,88,POLICE STATION-SHAHDARA,2231365.61927,SHAHDARA,1,11,0,8,142,47,15,Central,3,3,NA,89,9,1,20,6,1,47,19,2,132,132,11,76,224,225,,77.28518,28.6742
0101000020E61000005B2041F16350534058349D9D0CB63C40,13,115,POLICE STATION-KHAJOORI KHAS,4453887.39818,KHAJURIKHAS,2,7,0,20,175,24,6,South West,2,2,NA,116,9,1,12,7,1,36,28,1,132,132,13,41,234,201,,77.2561,28.71113
0101000020E6100000910F7A36AB5253406D179AEB34B23C40,20,120,POLICE STATION-JYOTI NAGAR,1275858.5284,JYOTI NAGAR,8,13,2,11,160,11,18,South East,3,2,NA,121,9,1,6,7,0,66,25,2,151,151,14,95,223,264,,77.2917,28.69612
0101000020E61000009786E12362545340AFFECF61BEB43C40,3,130,POLICE STATION-HARSH VIHAR,2572204.89502,HARSH VIHAR,2,9,0,23,471,17,7,South East,3,3,NA,131,6,0,9,6,0,63,28,0,106,106,7,79,529,191,,77.31849,28.70603
0101000020E61000002497FF907E3D5340959526A5A0AB3C40,1,187,POLICE STATION-MUNDKA,48582358.6399,MUNDKA,1,5,0,11,239,11,3,West,0,2,NA,188,6,3,0,9,0,0,29,3,0,69,9,0,270,4,,76.96085,28.67042
0101000020E6100000FE43FAEDEB505340C156091687B33C40,8,189,POLICE STATION-BHAJANPURA,10157991.6379,BHAJANPURI,3,19,4,25,193,19,28,North East,3,2,NA,190,6,1,22,9,0,47,29,1,125,125,10,49,291,233,,77.2644,28.70128
0101000020E6100000ACE28DCC234D53404777103B53A83C40,NA,50,POLICE OUTPOST-SADAR BAZAR,2975208.71941,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.20531,28.65752
0101000020E610000081B2295778515340670A9DD7D8AD3C40,17,220,POLICE STATION-ZAFRABAD,1576237.37994,ZAFRABAD,1,2,0,3,66,4,3,New Delhi,3,1,NA,221,5,2,6,8,2,56,20,0,128,128,7,83,79,213,,77.27297,28.67909
0101000020E610000024D1CB2896515340A3CC069964AC3C40,5,222,POLICE STATION-WECOME,1805524.40737,WELCOME,0,2,0,15,337,5,5,New Delhi,3,3,NA,223,7,2,28,12,0,43,25,0,125,125,10,61,364,209,,77.27479,28.67341
0101000020E6100000EEE6A90EB95353405F46B1DCD2B23C40,11,225,POLICE STATION-NAND NAGARI,2028156.9695,NANDNAGARI,9,26,2,30,580,34,11,West,3,2,NA,226,8,1,28,10,0,58,31,1,103,103,8,38,692,214,,77.30817,28.69853
0101000020E61000004E621058395453407211DF8959AF3C40,9,227,POLICE STATION-G. T. B. ENCLAVE,2874304.37436,G.T.B. ENCLAVE,1,1,0,13,86,6,7,North,3,2,NA,228,8,1,15,7,0,53,20,3,128,128,8,94,114,215,,77.316,28.68496
0101000020E6100000D0D03FC1C55053400742B28009AC3C40,4,233,POLICE STATION-NEW USMANPUR,3093393.38651,NEW USMANPUR,0,8,1,10,580,9,5,West,3,2,NA,234,9,1,12,7,0,93,36,0,144,144,10,87,613,261,,77.26207,28.67202
0101000020E61000006E8B321B64505340834C327216B63C40,15,246,POLICE STATION-SONIA VIHAR,4453887.39818,SONIA VIHAR,6,25,1,25,300,42,8,Outer,3,3,NA,247,5,0,6,2,1,57,19,1,130,130,5,109,407,219,,77.25611,28.71128
0101000020E610000021B07268915153405E33F9669BBB3C40,4,247,POLICE STATION-KARAWAL NAGAR,2937546.57773,KARAWAL NAGAR,7,15,2,26,334,19,7,South West,3,3,NA,248,5,1,7,10,0,69,39,1,116,116,7,47,410,206,,77.2745,28.73284
0101000020E610000039454772F9515340B29DEFA7C6B33C40,10,267,POLICE STATION-GOKUL PURI,1566343.79097,GOKULPURI,2,6,2,22,306,19,8,North,3,1,NA,268,5,2,21,14,0,47,20,0,140,140,15,79,365,229,,77.28085,28.70225
0101000020E6100000728A8EE4F24F5340D3307C444C893C40,NA,1,POLICE STATION-CR PARK,2659329.53735,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.2492,28.53632
0101000020E61000001361C3D32B5153405ABBED42738D3C40,NA,4,POLICE OUTPOST-OKHLA PHASE III,3930387.42733,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.2683,28.55254
0101000020E6100000F20C1AFA274E5340D6C56D3480873C40,NA,5,POLICE OUT POST-SAKET COURT COMPLEX,2732945.71798,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22119,28.5293
0101000020E61000000AA2EE0390485340A3C2D84290AB3C40,NA,7,POLICE OUTPOST-CENTRAL MARKET PUNJABI BAGH,2577310.64044,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.13379,28.67017
0101000020E61000000AA2EE0390485340A3C2D84290AB3C40,NA,8,POLICE OUTPOST-CEN MKT PUNJABI BAGH,2577310.64044,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.13379,28.67017
0101000020E61000006436C824234953409B030473F4883C40,NA,11,POLICE STATION-DELHI TRAFFIC,14105371.6017,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.14277,28.53498
0101000020E6100000A52C431CEB545340BD3AC780ECAD3C40,NA,15,POLICE STATION-OLD SEEMAPURI,4731868.99746,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.32685,28.67939
0101000020E610000003780B24284A534019CA8976157A3C40,NA,17,POLICE OUTPOST-GADAIPUR,19687900.1312,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.1587,28.47689
0101000020E61000003E5C72DC295153409B5AB6D617913C40,NA,18,POLICE OUTPOST-NEW FRIENDS COLONY,4045386.71006,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.26818,28.56677
0101000020E6100000E50AEF72115353406BB2463D44833C40,NA,20,POLICE OUTPOST-BADARPUR,2116989.69724,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.29794,28.51276
0101000020E6100000C173EFE1924D5340946A9F8EC7A43C40,NA,26,POLICE OUTPOST-SANGH TRASHAN,1799866.44615,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.21209,28.64367
0101000020E61000008FDFDBF46749534039622D3E05703C40,NA,31,POLICE OUTPOST-MANDI VILLAGE,35895594.9514,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.14697,28.43758
0101000020E6100000202922C32A4C5340CDC29E76F86B3C40,NA,32,POLICE OUTPOST-BADI BHATI,57055391.7632,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.19011,28.42176
0101000020E610000033C4B12E6E4D534050C24CDBBF8A3C40,NA,34,POLICE OUT POST-PANCHSHEEL PARK,3552670.91939,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.20985,28.54199
0101000020E6100000907EFB3A705453407E18213CDAA83C40,NA,36,POLICE OUTPOST-ANAND VIHAR,4558969.69225,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.31935,28.65958
0101000020E61000003EEDF0D764415340467C2766BD983C40,NA,38,POLICE OUTPOST-DWARKA SECTOR16,30068547.981,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.02178,28.59664
0101000020E6100000A60F5D50DF4E5340F4328AE596A63C40,NA,39,POLICE OUTPOST-CHAWRI BAZAR,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23238,28.65074
0101000020E6100000C24CDBBFB24E534050DA1B7C61AA3C40,NA,40,POLICE OUTPOST-KASMIRI GATE,1627909.97434,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22966,28.66555
0101000020E61000002C9ACE4E064F53400D2DB29DEFA73C40,NA,42,POLICE OUTPOST-CYCLE MARKET,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23476,28.656
0101000020E6100000BE9F1A2FDD4E53402BFBAE08FEA73C40,NA,43,POLICE OUTPOST-CHANDNI CHOWK,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23225,28.65622
0101000020E61000004A29E8F6924E53407008556AF6A83C40,NA,45,POLICE OUTPOST-OLD DELHI,1627909.97434,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22772,28.66001
0101000020E6100000169AEB34D24E53406184F068E3A83C40,NA,46,POLICE OUTPOST-OLD DELHI RAILWAY STATION,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23158,28.65972
0101000020E6100000169AEB34D24E53406184F068E3A83C40,NA,47,POLICE OUTPOST-OLD DL RL ST,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23158,28.65972
0101000020E61000006CB2463D444D5340361FD7868AA93C40,NA,48,POLICE OUTPOST-BARA HINDU RAO,2975208.71941,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.20729,28.66227
0101000020E61000006F0D6C95604D53403ACC971760A73C40,NA,49,POLICE OUTPOST-SADAR BAZAR,2975208.71941,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.20902,28.65381
0101000020E610000089EFC4AC17535340EF0390DAC4893C40,NA,51,POLICE OUTPOST-SARITA VIHAR,7942774.02487,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.29832,28.53816
0101000020E61000003B8DB454DE4E5340499D8026C2A63C40,NA,52,POLICE OUTPOST-JAMA MASJID,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23232,28.6514
0101000020E610000097E2AAB2EF4E53402EE7525C55A63C40,NA,53,POLICE OUTPOST-JAMA MASJID,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23338,28.64974
0101000020E6100000A9D903ADC04E5340BCB376DB85A63C40,NA,54,POLICE OUTPOST-HAUZ QUAZI,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23051,28.65048
0101000020E6100000FE78AF5A994E5340BB270F0BB5A63C40,NA,55,POLICE OUTPOST-CHAKERWALAN HAUZ QUAZI,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22811,28.6512
0101000020E6100000FE78AF5A994E5340BB270F0BB5A63C40,NA,56,POLICE OUTPOST-CHKRWALAN HAUZ QUAZI,3817050.22424,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22811,28.6512
0101000020E610000082FFAD64C74C534082734694F6A63C40,NA,57,POLICE OUTPOST-JOSHI ROAD,1728182.34639,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.19967,28.6522
0101000020E610000056F146E691515340ECC039234AAB3C40,NA,59,POLICE STATION-EAST PURANA SEELAMPUR,1205110.77596,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.27453,28.6691
0101000020E610000056F146E691515340ECC039234AAB3C40,NA,60,POLICE STN-EAST PURANA SEELAMPUR,1205110.77596,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.27453,28.6691
0101000020E6100000006F8104C5475340A79BC420B0AA3C40,NA,61,POLICE OUTPOST-PUNJABI BAGH,2577310.64044,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.1214,28.66675
0101000020E6100000A9C1340C1F5153401D1B81785D9F3C40,NA,62,POLICE STATION-YAMUNA BANK,9253420.86508,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.26752,28.62252
0101000020E61000004F75C8CD704F5340F2CD3637A6973C40,NA,63,POLICE OUTPOST-NIZAMUDDIN,10316304.0447,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.24126,28.59238
0101000020E61000001500E319345053401EF98381E7963C40,NA,64,POLICE OUTPOST-NIZAMUDDIN,10316304.0447,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.25318,28.58947
0101000020E6100000304CA60A464F5340406A1327F7933C40,NA,65,POLICE OUTPOST-LAJPAT NAGAR,1869748.09717,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.23865,28.57799
0101000020E6100000DF6C73637A4E534044C02154A9993C40,NA,68,POLICE OUTPOST-KHAN MARKET,6857849.29349,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.22622,28.60024
0101000020E6100000FAD51C20984F53401ABB44F5D6883C40,NA,69,POLICE POST-M BLOCK GREATER KAILASH,5224440.36659,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.24366,28.53453
0101000020E610000018EC866D8B4A534072A774B0FE973C40,NA,70,POLICE STATION-SUBROTO PARK,42836353.412,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.16476,28.59373
0101000020E6100000605969520A4853406DAD2F12DA7A3C40,NA,72,POLICE OUTPOST-AYA NAGAR,35895594.9514,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,73,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.12563,28.47989
0101000020E6100000ACCABE2B824753407A884677107B3C40,NA,74,POLICE OUTPOST-FATEHPUR BERI,35895594.9514,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.11732,28.48072
0101000020E6100000BFF1B567964A5340D45B035B25983C40,NA,76,POLICE STATION-DHAULA KUAN,42836353.412,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.16543,28.59432
0101000020E61000008481E7DEC35553406E3480B740823C40,NA,78,POLICE OUTPOST-KHADDA COLONY,7604165.64516,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,79,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.34008,28.5088
0101000020E6100000B745990D3255534042FF04172B823C40,NA,79,POLICE OUTPOST-ARPAN VIHAR,7604165.64516,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.33118,28.50847
0101000020E610000047205ED72F4A5340289B728577913C40,NA,89,POLICE OUTPOST-VASANT VIHAR,14105371.6017,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.15917,28.56823
0101000020E610000070CE88D2DE46534019868F8829B13C40,NA,94,POLICE STATION-PITAMPURA,2974723.88751,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,95,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,,,77.10735,28.69204
